instance_id,selected_instance_id,model,agent,strategy,run_role,selection_reason,source_record,main_source_records,retry_source_records,patch_generated,apply_status,patch_path,patch_hash,total_tokens,prompt_tokens,completion_tokens,elapsed_seconds,model_elapsed_seconds,finish_reason,response_chars,reasoning_chars,parent_sha,commit_id,bug_category,source_files,modified_func_names,bug_reveal_tests
162e1003c910c5a880686250266920e873bc7af2,pytorch_single_full_0087_importer_162e1003c910,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0087_importer_162e1003c910/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,2587d3dec91f18241da98039bc6372f91d05e5dde74703674a5b41ee9c7a8afb,3317,981,2336,72.174,70.76,stop,1601,8804,6ee333cdb53d600377f6aa9992123253f2fa5132,162e1003c910c5a880686250266920e873bc7af2,API,torch/package/importer.py,class:OrderedImporter,test/package/test_importer.py::test_ordered_importer_whichmodule
19b31d899a78a6806314bcc73b88172dabf0c26e,pytorch_single_full_0011_utils_19b31d899a78,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0011_utils_19b31d899a78/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,2cdaf616eebf9f9bace04c27e2cf352abde82c042de16dfce435d1e254ed53eb,6262,962,5300,170.801,160.606,stop,512,22077,b741819b0580204e6a6b60c62ce44dacaf7787c8,19b31d899a78a6806314bcc73b88172dabf0c26e,Logic,torch/_dynamo/utils.py,def:get_real_value,test/dynamo/test_decorators.py::test_assume_constant_result_on_computation_with_graph_input
1c1b28d5b6a942fafe23b2f09302d93c25226d4a,pytorch_single_full_0146_lowering_1c1b28d5b6a9,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0146_lowering_1c1b28d5b6a9/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,64da00252f6410ee078e3b925a6946302470da79ab09b3c0a73701973b06f5ac,5577,936,4641,156.622,154.679,stop,215,17847,2a5c0785e2f975697fd7bdf1411de6e03dcaa1ef,1c1b28d5b6a942fafe23b2f09302d93c25226d4a,Type,torch/_inductor/lowering.py,def:select_scatter,test/inductor/test_torchinductor.py::test_slice_scatter_dtype_consistency
21a41edd4f1a87f652b9988a0765a4acc94e9cd2,pytorch_single_full_0175__meta_registrations_21a41edd4f1a,deepseek,agentless,search-replace-known-location,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0175__meta_registrations_21a41edd4f1a/agent_runs/known-location-direct-v4-pro-searchreplace-3000/patch.diff,18831231e2a5376ffea1da5f491999eab7283e296416602ea8488ebc5927b31d,3456,851,2605,90.632,88.059,stop,834,9743,7bad9c5a6422affaabc64b44f1bed481ea2c75d1,21a41edd4f1a87f652b9988a0765a4acc94e9cd2,API,torch/_meta_registrations.py,def:_create_unary_float_meta_func,test/export/test_export.py::test_native_multi_attention_head
23b033452fb1d4b404216279bbf5b6d06d8570c3,pytorch_single_full_0130_cpp_23b033452fb1,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,False,not_attempted,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0130_cpp_23b033452fb1/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7749,1749,6000,181.5,180.123,length,0,24665,2f50ae7d2022cb096c4156f5a207c291e36ddecf,23b033452fb1d4b404216279bbf5b6d06d8570c3,Shape,torch/_inductor/codegen/cpp.py,class:CppScheduling,test/inductor/test_cpu_repro.py::test_outer_looop_fusion_with_local_buf
2517bc4c4c386efd51d14b23f70aa49c38615356,pytorch_single_full_0004__redistribute_2517bc4c4c38,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0004__redistribute_2517bc4c4c38/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,925950b2cc7b80d3d8cfbc43cedaa39efb158ebff3a6d831384e6a128ae2fda8,5061,1276,3785,140.588,132.542,stop,2040,13529,eddfd8d178d672f123ecc3f3924d8b277dfd2e1f,2517bc4c4c386efd51d14b23f70aa49c38615356,API,torch/distributed/tensor/_redistribute.py,def:_get_flattened_mesh_by_layout,test/distributed/tensor/test_dtensor_compile.py::test_compile_redistribute_flattened_mesh
26596fa56c3a8763c00d5a9cc77f6dc5c1baef1d,pytorch_single_full_0052_after_aot_26596fa56c3a,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,False,not_attempted,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0052_after_aot_26596fa56c3a/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7305,1305,6000,207.467,205.279,length,0,25656,e5e2413157687bb4866577fb1f7927dba3a615c5,26596fa56c3a8763c00d5a9cc77f6dc5c1baef1d,Shape,torch/_dynamo/repro/after_aot.py,"other:if ""__compile_source__"" in globals():",test/dynamo/test_fx_graph_runnable.py::test_storage_nbytes_symint_mismatch
27164b6788cab6e6d8095012839e51c958a819d6,pytorch_single_full_0151__meta_registrations_27164b6788ca,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0151__meta_registrations_27164b6788ca/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,b5a8ac1bb172ce4dfa3726fe261746fa4d4bae2d3b854772996692d662f598f7,5053,1246,3807,130.09,126.801,stop,1129,13704,447b8fc56d0b8aa7dc47a4cb6c3cbce5db76998d,27164b6788cab6e6d8095012839e51c958a819d6,API,torch/_meta_registrations.py,def:_create_unary_float_meta_func,test/export/test_export.py::test_native_multi_attention_head
2a053f7eef17b6c7376cf92fa72b9f9bf6e81559,pytorch_single_full_0012_gradcheck_2a053f7eef17,deepseek,agentless,search-replace-known-location,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0012_gradcheck_2a053f7eef17/agent_runs/known-location-direct-v4-pro-searchreplace-3000/patch.diff,4918807a94f6751d2da0e515a09e9847041bb8a98fee6e2e6a47ba015f43c057,3445,1055,2390,83.135,80.653,stop,1760,6365,8a5b8bf81c663b763375c05280ef8daa6f57245a,2a053f7eef17b6c7376cf92fa72b9f9bf6e81559,Numeric,torch/autograd/gradcheck.py,def:_adjusted_atol,test/test_autograd.py::test_gradcheck_adjusted_atol_complex_inputs
2a286cbdf4adb0527d44ac00f9b69db9926997b3,pytorch_single_full_0064_module_2a286cbdf4ad,deepseek,agentless,search-replace-known-location,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0064_module_2a286cbdf4ad/agent_runs/known-location-direct-v4-pro-searchreplace-3000/patch.diff,b74f7afc0c88063418931233925c9554b21baea863ea96cbce44f855e9a9405a,4969,2437,2532,89.157,87.65,stop,637,10241,7c37b8e1e02d6276d0531ee6f92d9184e2bd9785,2a286cbdf4adb0527d44ac00f9b69db9926997b3,API,torch/nn/modules/module.py,class:Module,test/test_nn.py::test_register_buffer_allows_tensor_like_object
2da98d975731fe3ba0358820318b2f3962d9b785,pytorch_single_full_0094_tensor_2da98d975731,deepseek,agentless,search-replace-known-location,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0094_tensor_2da98d975731/agent_runs/known-location-direct-v4-pro-searchreplace-3000/patch.diff,c6631cacb0dae4f9914b39c5d099dc1404ac014851772b87dc9dd953ed992988,2092,1029,1063,38.27,36.317,stop,479,3499,175ba9fed6a718dd1d0add9c733ed49bab97cc6c,2da98d975731fe3ba0358820318b2f3962d9b785,API,torch/_dynamo/variables/tensor.py,other:supported_tensor_comparison_ops = {,test/dynamo/test_repros.py::test_symnode_is_op;test/dynamo/test_repros.py::test_symnode_is_not_op
2db33054b30534165f342fc0958b48cfff6fd19b,pytorch_single_full_0066_transformer_2db33054b305,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,False,not_attempted,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0066_transformer_2db33054b305/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7840,1840,6000,207.399,204.685,length,0,24283,8edd4c71c693a3d2fa9c0c015badbd1bd0c823ec,2db33054b30534165f342fc0958b48cfff6fd19b,API,torch/nn/modules/transformer.py,class:TransformerEncoderLayer,test/test_transformers.py::test_transformerencoderlayer_no_fastpath_with_hooks
3027051590ed8ebf66ac3edf57b19c157050f56e,pytorch_single_full_0041_non_strict_utils_3027051590ed,deepseek,agentless,search-replace-known-location,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0041_non_strict_utils_3027051590ed/agent_runs/known-location-direct-v4-pro-searchreplace-3000/patch.diff,7e923057a2fd81ac643dc7a781b71b6a46c4fe47f20f7ba3851f848cda499169,3613,1721,1892,64.491,61.436,stop,1191,6460,e7bf72c90822c08d8e54f7c3e3af1d5ce4dcb5c7,3027051590ed8ebf66ac3edf57b19c157050f56e,Type,torch/_export/non_strict_utils.py,class:_NonStrictTorchFunctionHandler,test/export/test_export.py::test_unbacked_scalar_constructor
3067523e20ee2e4131ded406cf0fd6b05629de68,pytorch_single_full_0029_autograd_function_3067523e20ee,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0029_autograd_function_3067523e20ee/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,1893d5f60b2b77f6244277bab0bf95cd83fecaddb1e9f5e6c9d91827ca757fa9,5623,1777,3846,136.513,132.468,stop,1277,16173,e5d5453541f6cb4fc30752a5a05ea84249a3feb6,3067523e20ee2e4131ded406cf0fd6b05629de68,API,torch/_functorch/autograd_function.py,class:AutogradFunctionApply,test/dynamo/test_autograd_function.py::test_new_style_autograd_function_with_grad_compiled;test/dynamo/test_autograd_function.py::test_old_style_autograd_function_with_grad_compiled
31205d519891804727609a9294ca4d11201b392b,pytorch_single_full_0105_scheduler_31205d519891,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0105_scheduler_31205d519891/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,448e37a4f4ee6da12dc373f3df356a81eb9e99bbac8b0a0fb6c23538defd6768,6684,1881,4803,164.844,162.594,stop,283,19535,882d80fd924548711e01650232c841403db280c4,31205d519891804727609a9294ca4d11201b392b,Logic,torch/_inductor/scheduler.py,class:BaseSchedulerNode,test/inductor/test_cpu_repro.py::test_local_buffer_with_line_reuse
32356aaee6a77e0ae424435a7e9da3d99e7a4ca5,pytorch_single_full_0040_named_optimizer_32356aaee6a7,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,False,not_attempted,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0040_named_optimizer_32356aaee6a7/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,7893,1893,6000,216.271,210.995,length,0,26463,26beb46da4b4c778e8162a67711ebe8fcd1408ae,32356aaee6a77e0ae424435a7e9da3d99e7a4ca5,API,torch/distributed/optim/named_optimizer.py,class:_NamedOptimizer,test/distributed/optim/test_named_optimizer.py::test_load_state_dict_conditional_training
35c493f2cf9b623bfdc7e6b34dc1cb39690a7919,pytorch_single_full_0095_cpp_extension_35c493f2cf9b,deepseek,agentless,search-replace-known-location,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl,True,search_replace_applied,/home/quanlili/Desktop/lunwen/benchmark_pilot/single_func_180/instances/pytorch_single_full_0095_cpp_extension_35c493f2cf9b/agent_runs/known-location-direct-v4-pro-searchreplace-6000-retry-nopatch/patch.diff,3f71d84573eab9f01f158b0586f9c1aeca108a0dba307799198ec46f02e56e07,6384,1978,4406,135.841,132.763,stop,372,17468,557e7c9c1686ac8b2c30d43d02b8fa235e39e96e,35c493f2cf9b623bfdc7e6b34dc1cb39690a7919,API,torch/utils/cpp_extension.py,def:_write_ninja_file_to_build_library,test/test_cpp_extensions_jit.py::test_jit_compile_extension
