instance_id,selected_instance_id,model,agent,main_present,main_patch_generated,main_patch_validated,retry_present,retry_patch_generated,retry_patch_validated,selected_role,selection_reason,selected_source_record
3787a5a60ee069439890aba5aafe42caf8e25cd5,pytorch_single_full_0147__package_3787a5a60ee0,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
37959c554df15c2c437fa0a481bcbe23bc6a73cb,pytorch_single_full_0023__weights_only_unpickler_37959c554df1,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
3908be676c7406da52824c83b804ae45e1daff7a,pytorch_single_full_0149_adamw_3908be676c74,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
3c8578498013b7701c95ffdf6329ef47d1d5f762,pytorch_single_full_0100_linear_3c8578498013,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
3cd69350edded21849f0b3724edc1fb87df563b3,pytorch_single_full_0042_unflatten_3cd69350edde,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
3d2e7dee7aa4f7c1e2d1e68b5e7e1c4db1071a86,pytorch_single_full_0110_lowering_3d2e7dee7aa4,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
3d914970b69a4d951a5d7dcabd97d50fa3dd0c00,pytorch_single_full_0112_user_defined_3d914970b69a,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
3daef4d128879d1f6bad55d33d0396e94f19981b,pytorch_single_full_0060_nn_module_3daef4d12887,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
3e5e8590f4335f275a74c923cdff1d5eb16eea0d,pytorch_single_full_0153_fake_tensor_3e5e8590f433,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
3f23ad5bce75539a23e8d462b4339e75a6171095,pytorch_single_full_0038__jit_internal_3f23ad5bce75,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
41bb1539d3c8e89f5a7421334f55371e32ca2ea4,pytorch_single_full_0174_serialization_41bb1539d3c8,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
466c167b71e6021f8eadcfbae1d9156a375663ce,pytorch_single_full_0088_graph_466c167b71e6,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
467235027c6836c6df8b60594b1882ecabf0cfd5,pytorch_single_full_0104_fake_impls_467235027c68,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
47d6feff7cabe58e4655ab9b774e0d9618060edc,pytorch_single_full_0180_unflatten_47d6feff7cab,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
48e7b62d3abda4a3eac2f538c9f35e56093c4ece,pytorch_single_full_0173_trace_rules_48e7b62d3abd,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
48fe4ff2479d704e67f274969aa18bcccbe7a8dd,pytorch_single_full_0170_decompositions_48fe4ff2479d,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
4cd06dc82c4c4eaf6306d1196ac7d42ad03798ac,pytorch_single_full_0145__package_weights_4cd06dc82c4c,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
4e355946749cca9e9032663db3270a5e36a4309e,pytorch_single_full_0121_splitter_base_4e355946749c,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
4e43a0b22159fe0a0eedbce67950cd08ce463587,pytorch_single_full_0001_joint_graph_4e43a0b22159,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
4ee003abdfee3eef701735d6835db0e7b9f8ec61,pytorch_single_full_0014_lowering_4ee003abdfee,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
4f45a052ade1a20d300016ef5a001bff6c908ec2,pytorch_single_full_0050_solve_4f45a052ade1,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
50d17fdf3f59cbe803ef95c0b1a4a91ff1c8b9aa,pytorch_single_full_0096_builder_50d17fdf3f59,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
5314a6fe82f7905e1617de93f08de99df26678dd,pytorch_single_full_0159_serialize_5314a6fe82f7,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
53acdb66f7ed31919cf69cf62e6ee0f13287be7e,pytorch_single_full_0127_wrappers_53acdb66f7ed,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
543d50db2bff4c1e19936bf652b6cbae9c0b8c7d,pytorch_single_full_0152__unlift_543d50db2bff,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
5590a0692c8e5d6879da6c52b3a038a9a4b8cd67,pytorch_single_full_0085_printers_5590a0692c8e,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
56893ca1f6761912e7d3147aecaf4394353e8950,pytorch_single_full_0124___init___56893ca1f676,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
58310a0043b96f4d94838305c4c7cc7880a4fe82,pytorch_single_full_0082_standalone_compile_58310a0043b9,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
587aec2b4fb903c23c5c913303ccce44323c71a8,pytorch_single_full_0156_user_defined_587aec2b4fb9,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
58f9a3dd6391397e439c5f5075837e8f983735aa,pytorch_single_full_0113_api_58f9a3dd6391,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
5caccbe39e912281bff7cd372c7376fdca56905f,pytorch_single_full_0010_package_exporter_5caccbe39e91,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
5d88002af60205abb6a25e23da2e5cfdc2bdfc58,pytorch_single_full_0143_joint_graph_5d88002af602,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
5f010c066fcb6964285ee4b881b1c211376ef811,pytorch_single_full_0055_package_exporter_5f010c066fcb,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
5f2a76ddf7605a1be1d608b71de49c4f650ae1e7,pytorch_single_full_0021_lowering_5f2a76ddf760,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
600999e50a1b27f6a53d64ce70b940c97b41b283,pytorch_single_full_0057_dataset_600999e50a1b,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
60576419a2a5cc09e4a92be870fda8f3fc305ddc,pytorch_single_full_0171__dynamism_60576419a2a5,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
607884c9afeb29fd230ed2fbadae92377e47dc97,pytorch_single_full_0002_cpp_607884c9afeb,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
61f922c2cab1fddc9ff8dd0c7612990a2d9ba2dc,pytorch_single_full_0114_utils_61f922c2cab1,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
62c3f9a97fd3dea7132a93066d32d893ffe101e6,pytorch_single_full_0162_index_propagation_62c3f9a97fd3,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
632b89af432f3ec8585d2ab2ad5632915eee85ca,pytorch_single_full_0116__meta_registrations_632b89af432f,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
649ceda8a5c62e4b07061fefda03613018e92400,pytorch_single_full_0059__trace_649ceda8a5c6,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
64f2ec77f869a7d495694519fb482e9ecaaa6da1,pytorch_single_full_0154_lowering_64f2ec77f869,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
67bf5b5fd02be47988f5eda3614592874047b144,pytorch_single_full_0017_post_grad_67bf5b5fd02b,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
6819452a0840fb93155dd38e2c0130510a00305f,pytorch_single_full_0090_subclass_utils_6819452a0840,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
68d8ab0cc60536db5a9af4c08ff39e43b252802f,pytorch_single_full_0137_const_fold_68d8ab0cc605,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
69fb3ebb5dbec0bd4cfd73cc9a6c870b7f604840,pytorch_single_full_0158_fake_impls_69fb3ebb5dbe,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
6aa673377bb0c2dc1c9cf76d2e6d15ef722d835a,pytorch_single_full_0122_cpp_6aa673377bb0,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
6c619f0f051db120565f7c386bc6ac04067dfecd,pytorch_single_full_0024___init___6c619f0f051d,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
6f0f4f12cab41fb40f8fa527c30ec1bda7b1b61e,pytorch_single_full_0079_rnn_6f0f4f12cab4,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
6fcef86cfa30526a1561b5fa83076d77fb21ca03,pytorch_single_full_0086_cpp_6fcef86cfa30,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
720a7b2887ca4efc8d63b32373182bc97918c76e,pytorch_single_full_0016__package_720a7b2887ca,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
749dc6ceda25ab9d518cf6ffcf7cafb6d2564ca9,pytorch_single_full_0161_cpp_gemm_template_749dc6ceda25,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
76fb9a1c7f6974cce530743d0006a9ddd706c341,pytorch_single_full_0167__creation_76fb9a1c7f69,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
77d85a462917d7cbfba3149c3db04be3874a509c,pytorch_single_full_0103__meta_registrations_77d85a462917,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
7869196482e3af78735b54c921e2284c105d945d,pytorch_single_full_0083_torchbind_7869196482e3,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
797cd80b2670a51601f997f8c67387bd30440a36,pytorch_single_full_0047_side_effects_797cd80b2670,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
79cf8fa75176a8f6bb79d426c6d0f9369d03ff98,pytorch_single_full_0058_cpp_79cf8fa75176,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
7c1d93944e8e46b8c4d2ab13e0511274db6a724c,pytorch_single_full_0168_utils_7c1d93944e8e,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
7c29ca7f2b49a91dbfc6ee35bf6da55616bd2960,pytorch_single_full_0026_dataset_7c29ca7f2b49,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
7cc0020a80527207a1725e6d21ce7c326668fe0d,pytorch_single_full_0135_decompositions_7cc0020a8052,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
7e323283fa2b7a9fff6b4f23df98eb5111ebabf8,pytorch_single_full_0035_functions_7e323283fa2b,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
7f29c47a4fca17bab61dff3c125cb209cdb93b24,pytorch_single_full_0097__meta_registrations_7f29c47a4fca,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
7f4c3e7d2f3989115474d77936915fab6d6e0d93,pytorch_single_full_0020__serialization_7f4c3e7d2f39,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
80ce1a934ec444a644f3a63dcf43b56e32b44c68,pytorch_single_full_0115_common_utils_80ce1a934ec4,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
80ed522910f10e6229933c2a9635122365a27e3b,pytorch_single_full_0031___init___80ed522910f1,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
820cf59a38d6b2893d9606b0004540d52d8f78a7,pytorch_single_full_0077__tensor_ops_820cf59a38d6,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
8274dadac5f1f6266b96d45d34be0d0f11d6f092,pytorch_single_full_0003_functions_8274dadac5f1,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
82c8fc3a2b500cded29b4bd6836b22f88e4d7047,pytorch_single_full_0157_conv_82c8fc3a2b50,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
84ef067432ae90acf201ce6f54a41a97f614293c,pytorch_single_full_0034_utils_84ef067432ae,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
8af2f43b981fa2ffb05c5a82df2695f6da4332dc,pytorch_single_full_0166___init___8af2f43b981f,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
8b0543381b440317204b05f9f64023f1e5f087f8,pytorch_single_full_0044_lowering_8b0543381b44,deepseek,agentless,True,False,False,True,True,True,no_patch_retry_fill,no_patch_retry_fill_selected_validated_first,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
8cb6957e019086c1f6e39941047ead6e29f6f402,pytorch_single_full_0092__trace_8cb6957e0190,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
8dd1be49b7c17223ed6de18fac4471abc6735aae,pytorch_single_full_0027_cpp_8dd1be49b7c1,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
91aba7baac3d2a079c0b13db25588842260c98cc,pytorch_single_full_0150_graph_91aba7baac3d,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
9728e900dcd72115abd2ce52d2c7da191e67e067,pytorch_single_full_0036___init___9728e900dcd7,deepseek,agentless,True,True,True,False,False,False,main,main_selected_validated_first,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
984b1a8c354a0e10f9994a0803f969ab0f6131a3,pytorch_single_full_0155_utils_984b1a8c354a,deepseek,agentless,True,True,False,False,False,False,main,main_selected,known_location_direct_v4_pro_searchreplace_3000_run_records.jsonl
9a00ffbfedde0e91e480bbfba42949384b74ff64,pytorch_single_full_0081_nn_module_9a00ffbfedde,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,known_location_direct_v4_pro_searchreplace_6000_retry_nopatch_run_records.jsonl
