dataset,instance_id,commit_id,parent_sha,bug_category,model,agent,strategy,run_role,method,source_files,bug_reveal_tests,patch_path,test_status,semantic_success,semantic_confidence,semantic_reason,risk_signals,patch_files,gold_files,add_jaccard,add_seq_ratio,remove_jaccard,remove_seq_ratio,patch_changed_lines,gold_changed_lines,elapsed_seconds,total_tokens,prompt_tokens,completion_tokens,manual_review_note,manual_review_changed,bug_fix_verdict,confirmed_bug_fix_for_rate,bug_fix_evidence,final_manual_review,previous_bug_fix_verdict
single,pytorch_single_full_0034_utils_84ef067432ae,84ef067432ae90acf201ce6f54a41a97f614293c,2669dbb3a2b59be6ae22b0968dd5c9acd1fce10e,Logic,deepseek,agentless,search-replace-known-location,main,agentless_search_replace,torch/_dynamo/utils.py,test/dynamo/test_utils.py::test_reinplace_counters_use_trigger_name_not_enum_value,data/single_func_180/patches/pytorch_single_full_0034_utils_84ef067432ae/deepseek__agentless__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_dynamo/utils.py,torch/_dynamo/utils.py,1.000,1.000,1.000,1.000,4,4,15.142,2228,1045,1183,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0041_non_strict_utils_3027051590ed,3027051590ed8ebf66ac3edf57b19c157050f56e,e7bf72c90822c08d8e54f7c3e3af1d5ce4dcb5c7,Type,deepseek,agentless,search-replace-known-location,main,agentless_search_replace,torch/_export/non_strict_utils.py,test/export/test_export.py::test_unbacked_scalar_constructor,data/single_func_180/patches/pytorch_single_full_0041_non_strict_utils_3027051590ed/deepseek__agentless__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_export/non_strict_utils.py,torch/_export/non_strict_utils.py,0.000,0.990,1.000,1.000,2,3,29.126,3613,1721,1892,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0043__lower_to_native_backend_f6192b75c66c,f6192b75c66cf5ac4591170106d8f58e7848bd07,ab9a19a95b628132bf0ad6474f245b4e596b9d74,API,deepseek,agentless,search-replace-known-location,main,agentless_search_replace,torch/ao/quantization/fx/_lower_to_native_backend.py,test/quantization/fx/test_quantize_fx.py::test_channel_shuffle_lowering,data/single_func_180/patches/pytorch_single_full_0043__lower_to_native_backend_f6192b75c66c/deepseek__agentless__main__search-replace-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/ao/quantization/fx/_lower_to_native_backend.py,torch/ao/quantization/fx/_lower_to_native_backend.py,0.000,0.530,1.000,1.000,1,4,13.856,2935,1025,1910,Kept from automatic review; no high-risk semantic red flag requiring override.,False,not_bug_fix,False,Adds one channel_shuffle form but misses the module/function coverage in the human fix.,not_bug_fix_group_override,plausible_needs_review
single,pytorch_single_full_0034_utils_84ef067432ae,84ef067432ae90acf201ce6f54a41a97f614293c,2669dbb3a2b59be6ae22b0968dd5c9acd1fce10e,Logic,deepseek,autocoderover,original-patched-known-location,main,autocoderover_repair_only,torch/_dynamo/utils.py,test/dynamo/test_utils.py::test_reinplace_counters_use_trigger_name_not_enum_value,data/single_func_180/patches/pytorch_single_full_0034_utils_84ef067432ae/deepseek__autocoderover__main__original-patched-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_dynamo/utils.py,torch/_dynamo/utils.py,1.000,1.000,1.000,1.000,6,4,13.5,2079,1071,1008,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0034_utils_84ef067432ae,84ef067432ae90acf201ce6f54a41a97f614293c,2669dbb3a2b59be6ae22b0968dd5c9acd1fce10e,Logic,deepseek,aider,search-replace-known-location,main,aider_repair_only,torch/_dynamo/utils.py,test/dynamo/test_utils.py::test_reinplace_counters_use_trigger_name_not_enum_value,data/single_func_180/patches/pytorch_single_full_0034_utils_84ef067432ae/deepseek__aider__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_dynamo/utils.py,torch/_dynamo/utils.py,1.000,1.000,1.000,1.000,4,4,10.262,2309,1045,1264,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0041_non_strict_utils_3027051590ed,3027051590ed8ebf66ac3edf57b19c157050f56e,e7bf72c90822c08d8e54f7c3e3af1d5ce4dcb5c7,Type,deepseek,swe,tool-call-known-location,main,swe_repair_only,torch/_export/non_strict_utils.py,test/export/test_export.py::test_unbacked_scalar_constructor,data/single_func_180/patches/pytorch_single_full_0041_non_strict_utils_3027051590ed/deepseek__swe__main__tool-call-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_export/non_strict_utils.py,torch/_export/non_strict_utils.py,0.000,0.990,1.000,1.000,3,3,18.361,3764,1746,2018,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0041_non_strict_utils_3027051590ed,3027051590ed8ebf66ac3edf57b19c157050f56e,e7bf72c90822c08d8e54f7c3e3af1d5ce4dcb5c7,Type,deepseek,aider,search-replace-known-location,main,aider_repair_only,torch/_export/non_strict_utils.py,test/export/test_export.py::test_unbacked_scalar_constructor,data/single_func_180/patches/pytorch_single_full_0041_non_strict_utils_3027051590ed/deepseek__aider__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_export/non_strict_utils.py,torch/_export/non_strict_utils.py,1.000,1.000,1.000,1.000,3,3,17.82,4060,1721,2339,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0043__lower_to_native_backend_f6192b75c66c,f6192b75c66cf5ac4591170106d8f58e7848bd07,ab9a19a95b628132bf0ad6474f245b4e596b9d74,API,deepseek,autocoderover,original-patched-known-location,main,autocoderover_repair_only,torch/ao/quantization/fx/_lower_to_native_backend.py,test/quantization/fx/test_quantize_fx.py::test_channel_shuffle_lowering,data/single_func_180/patches/pytorch_single_full_0043__lower_to_native_backend_f6192b75c66c/deepseek__autocoderover__main__original-patched-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/ao/quantization/fx/_lower_to_native_backend.py,torch/ao/quantization/fx/_lower_to_native_backend.py,0.000,0.530,1.000,1.000,2,4,8.817,3982,1051,2931,Kept from automatic review; no high-risk semantic red flag requiring override.,False,not_bug_fix,False,Adds one channel_shuffle form but misses the module/function coverage in the human fix.,not_bug_fix_group_override,plausible_needs_review
single,pytorch_single_full_0034_utils_84ef067432ae,84ef067432ae90acf201ce6f54a41a97f614293c,2669dbb3a2b59be6ae22b0968dd5c9acd1fce10e,Logic,gpt,agentless,search-replace-known-location,main,agentless_openai_gpt4o_10000,torch/_dynamo/utils.py,test/dynamo/test_utils.py::test_reinplace_counters_use_trigger_name_not_enum_value,data/single_func_180/patches/pytorch_single_full_0034_utils_84ef067432ae/gpt__agentless__main__search-replace-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/_dynamo/utils.py,torch/_dynamo/utils.py,0.500,0.643,0.500,0.641,2,4,10.141,1411,1360,51,Kept from automatic review; no high-risk semantic red flag requiring override.,False,not_bug_fix,False,Fixes the counter write key but leaves the corresponding read/total path inconsistent.,not_bug_fix_group_override,plausible_needs_review
single,pytorch_single_full_0034_utils_84ef067432ae,84ef067432ae90acf201ce6f54a41a97f614293c,2669dbb3a2b59be6ae22b0968dd5c9acd1fce10e,Logic,gpt,swe,tool-call-known-location,main,swe_openai_gpt4o_10000,torch/_dynamo/utils.py,test/dynamo/test_utils.py::test_reinplace_counters_use_trigger_name_not_enum_value,data/single_func_180/patches/pytorch_single_full_0034_utils_84ef067432ae/gpt__swe__main__tool-call-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/_dynamo/utils.py,torch/_dynamo/utils.py,0.500,0.643,0.500,0.641,3,4,9.601,1426,1368,58,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0034_utils_84ef067432ae,84ef067432ae90acf201ce6f54a41a97f614293c,2669dbb3a2b59be6ae22b0968dd5c9acd1fce10e,Logic,gpt,aider,search-replace-known-location,main,aider_openai_gpt4o_10000,torch/_dynamo/utils.py,test/dynamo/test_utils.py::test_reinplace_counters_use_trigger_name_not_enum_value,data/single_func_180/patches/pytorch_single_full_0034_utils_84ef067432ae/gpt__aider__main__search-replace-known-location.diff,pass,success,low,passes_tests_and_modifies_same_source_region_without_overfit_signals;patch_much_smaller_than_human_patch,,torch/_dynamo/utils.py,torch/_dynamo/utils.py,0.500,0.643,0.500,0.641,2,4,9.9,1411,1360,51,Kept from automatic review; no high-risk semantic red flag requiring override.,False,not_bug_fix,False,Fixes the counter write key but leaves the corresponding read/total path inconsistent.,not_bug_fix_group_override,plausible_needs_review
single,pytorch_single_full_0041_non_strict_utils_3027051590ed,3027051590ed8ebf66ac3edf57b19c157050f56e,e7bf72c90822c08d8e54f7c3e3af1d5ce4dcb5c7,Type,gpt,agentless,search-replace-known-location,main,agentless_openai_gpt4o_10000,torch/_export/non_strict_utils.py,test/export/test_export.py::test_unbacked_scalar_constructor,data/single_func_180/patches/pytorch_single_full_0041_non_strict_utils_3027051590ed/gpt__agentless__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_export/non_strict_utils.py,torch/_export/non_strict_utils.py,0.000,0.990,1.000,1.000,2,3,18.741,1688,1602,86,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0041_non_strict_utils_3027051590ed,3027051590ed8ebf66ac3edf57b19c157050f56e,e7bf72c90822c08d8e54f7c3e3af1d5ce4dcb5c7,Type,gpt,aider,search-replace-known-location,main,aider_openai_gpt4o_10000,torch/_export/non_strict_utils.py,test/export/test_export.py::test_unbacked_scalar_constructor,data/single_func_180/patches/pytorch_single_full_0041_non_strict_utils_3027051590ed/gpt__aider__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/_export/non_strict_utils.py,torch/_export/non_strict_utils.py,0.000,0.990,1.000,1.000,2,3,17.952,1688,1602,86,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0049__dynamism_eb7bf4202dec,eb7bf4202dec7c9bdfa2d308d5e65b0dc93f89da,ff58ccec6c0842a058c0ac30081d0a8264249a96,API,deepseek,agentless,search-replace-known-location,main,agentless_deepseek_v4pro_3000,torch/fx/experimental/_dynamism.py,test/fx/test_dynamism.py::test_property_not_implemented,data/single_func_180/patches/pytorch_single_full_0049__dynamism_eb7bf4202dec/deepseek__agentless__main__search-replace-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/fx/experimental/_dynamism.py,torch/fx/experimental/_dynamism.py,0.188,0.288,0.286,0.580,10,21,21.459,2062,1010,1052,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0049__dynamism_eb7bf4202dec,eb7bf4202dec7c9bdfa2d308d5e65b0dc93f89da,ff58ccec6c0842a058c0ac30081d0a8264249a96,API,deepseek,autocoderover,original-patched-known-location,main,autocoderover_deepseek_v4pro_3000,torch/fx/experimental/_dynamism.py,test/fx/test_dynamism.py::test_property_not_implemented,data/single_func_180/patches/pytorch_single_full_0049__dynamism_eb7bf4202dec/deepseek__autocoderover__main__original-patched-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/fx/experimental/_dynamism.py,torch/fx/experimental/_dynamism.py,0.263,0.522,0.875,0.995,23,21,12.883,2672,1036,1636,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0049__dynamism_eb7bf4202dec,eb7bf4202dec7c9bdfa2d308d5e65b0dc93f89da,ff58ccec6c0842a058c0ac30081d0a8264249a96,API,deepseek,swe,tool-call-known-location,main,swe_deepseek_v4pro_3000,torch/fx/experimental/_dynamism.py,test/fx/test_dynamism.py::test_property_not_implemented,data/single_func_180/patches/pytorch_single_full_0049__dynamism_eb7bf4202dec/deepseek__swe__main__tool-call-known-location.diff,pass,success,medium,passes_tests_and_modifies_same_source_region_without_overfit_signals,,torch/fx/experimental/_dynamism.py,torch/fx/experimental/_dynamism.py,0.643,0.615,0.750,0.921,21,21,12.767,2184,1035,1149,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,"Patch passes the bug-revealing tests, modifies the relevant production source, and has no blocking overfit signal.",kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0049__dynamism_eb7bf4202dec,eb7bf4202dec7c9bdfa2d308d5e65b0dc93f89da,ff58ccec6c0842a058c0ac30081d0a8264249a96,API,deepseek,aider,search-replace-known-location,main,aider_deepseek_v4pro_3000,torch/fx/experimental/_dynamism.py,test/fx/test_dynamism.py::test_property_not_implemented,data/single_func_180/patches/pytorch_single_full_0049__dynamism_eb7bf4202dec/deepseek__aider__main__search-replace-known-location.diff,pass,failure,high,manual_second_pass_test_specific_or_non_repair_change,adds_pass_statement,torch/fx/experimental/_dynamism.py,torch/fx/experimental/_dynamism.py,0.643,0.977,0.875,0.995,19,21,12.056,2453,1010,1443,Patch changes or targets the test/harness rather than the production repair.,True,not_bug_fix,False,"Patch passed tests but second-pass review found incomplete, unsafe, test-specific, or non-repair behavior.",kept_previous_verdict,not_bug_fix
single,pytorch_single_full_0054_nested_tensor_f33beb767d04,f33beb767d04ad00aecbcf16690e786eb93ebdd8,6bfc6e08759cf1fd7cf89916124285bf131b7168,Shape,deepseek,agentless,search-replace-known-location,main,agentless_deepseek_v4pro_3000,torch/nested/_internal/nested_tensor.py,test/test_nestedtensor.py::test_specialize_dynamic_shape_recompile;test/test_nestedtensor.py::test_specialize_dynamic_shape,data/single_func_180/patches/pytorch_single_full_0054_nested_tensor_f33beb767d04/deepseek__agentless__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/nested/_internal/nested_tensor.py,torch/nested/_internal/nested_tensor.py,1.000,1.000,1.000,1.000,4,4,23.952,3272,2613,659,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0054_nested_tensor_f33beb767d04,f33beb767d04ad00aecbcf16690e786eb93ebdd8,6bfc6e08759cf1fd7cf89916124285bf131b7168,Shape,deepseek,autocoderover,original-patched-known-location,main,autocoderover_deepseek_v4pro_3000,torch/nested/_internal/nested_tensor.py,test/test_nestedtensor.py::test_specialize_dynamic_shape_recompile;test/test_nestedtensor.py::test_specialize_dynamic_shape,data/single_func_180/patches/pytorch_single_full_0054_nested_tensor_f33beb767d04/deepseek__autocoderover__main__original-patched-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/nested/_internal/nested_tensor.py,torch/nested/_internal/nested_tensor.py,1.000,1.000,1.000,1.000,5,4,11.728,3189,2639,550,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0054_nested_tensor_f33beb767d04,f33beb767d04ad00aecbcf16690e786eb93ebdd8,6bfc6e08759cf1fd7cf89916124285bf131b7168,Shape,deepseek,swe,tool-call-known-location,main,swe_deepseek_v4pro_3000,torch/nested/_internal/nested_tensor.py,test/test_nestedtensor.py::test_specialize_dynamic_shape_recompile;test/test_nestedtensor.py::test_specialize_dynamic_shape,data/single_func_180/patches/pytorch_single_full_0054_nested_tensor_f33beb767d04/deepseek__swe__main__tool-call-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/nested/_internal/nested_tensor.py,torch/nested/_internal/nested_tensor.py,1.000,1.000,1.000,1.000,5,4,12.236,3661,2638,1023,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
single,pytorch_single_full_0054_nested_tensor_f33beb767d04,f33beb767d04ad00aecbcf16690e786eb93ebdd8,6bfc6e08759cf1fd7cf89916124285bf131b7168,Shape,deepseek,aider,search-replace-known-location,main,aider_deepseek_v4pro_3000,torch/nested/_internal/nested_tensor.py,test/test_nestedtensor.py::test_specialize_dynamic_shape_recompile;test/test_nestedtensor.py::test_specialize_dynamic_shape,data/single_func_180/patches/pytorch_single_full_0054_nested_tensor_f33beb767d04/deepseek__aider__main__search-replace-known-location.diff,pass,success,high,high_similarity_to_human_patch,,torch/nested/_internal/nested_tensor.py,torch/nested/_internal/nested_tensor.py,1.000,1.000,1.000,1.000,4,4,11.77,3207,2613,594,Kept from automatic review; no high-risk semantic red flag requiring override.,False,confirmed_bug_fix,True,Patch passes the bug-revealing tests and is highly aligned with the human patch.,kept_previous_verdict,confirmed_bug_fix
