commit_id,selected_instance_id,model,agent,main_present,main_patch_generated,main_patch_validated,retry_present,retry_patch_generated,retry_patch_validated,selected_role,selection_reason,selected_source_record
171e6a934f743dc81cf3cd42e225c89ba4f798e6,pytorch_multi_full_0010_builder_171e6a934f74,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
1967394690f144a7ba1717eccec977286cafe2da,pytorch_multi_full_0062_impl_1967394690f1,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
19db4f601441326bcc02d4d51e40a9586798f2bb,pytorch_multi_full_0093_functions_19db4f601441,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
1a2dc89f170edbe2e10615a3aa32d1393729a6f9,pytorch_multi_full_0095_cond_1a2dc89f170e,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
1c98dc3664bc187d7529316fdc141fcdbf13d024,pytorch_multi_full_0130_utils_1c98dc3664bc,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
1d58d5fe255f14ba0a093e9ae362d5ca06207531,pytorch_multi_full_0001_output_graph_1d58d5fe255f,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
1fb498d6e34e0e9b43b2c26dc0a18a4fc3a52605,pytorch_multi_full_0064_index_propagation_1fb498d6e34e,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
2037ea3e157bf53e8a856c771cd044a4724675d2,pytorch_multi_full_0043___init___2037ea3e157b,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
2190ca7f47449c8cc3bfafd3f1e59a9f17eb47d7,pytorch_multi_full_0034__weights_only_unpickler_2190ca7f4744,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
21e8546b1180d16425c82dbececc87e31d544328,pytorch_multi_full_0068_sizevars_21e8546b1180,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
25d4d5107e1dbded7712a51a3454db2748ee37d5,pytorch_multi_full_0142_higher_order_ops_25d4d5107e1d,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
25f72194e8954d2c94a9633e3b64a1923a8b671c,pytorch_multi_full_0138_ir_25f72194e895,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
26711fec67d0196b090b95ef9a68a03b9a6bd1a8,pytorch_multi_full_0107___init___26711fec67d0,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
29317f8585ecb232412df3f39734490f0f6d8230,pytorch_multi_full_0091_standalone_compile_29317f8585ec,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
296c339f9810a891887b2f1f36560034d4e7575d,pytorch_multi_full_0024_convert_frame_296c339f9810,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
2a03bf5a14d13b1f683c18f573cd93a8b1d38212,pytorch_multi_full_0053_triton_2a03bf5a14d1,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
2b1236de61db1baa1785d011dc41311102ce910c,pytorch_multi_full_0080_builtin_2b1236de61db,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
2b21a653d8517a920ff644155f80c927d7c41d86,pytorch_multi_full_0037_fake_impls_2b21a653d851,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
2c16eb9f3db0ba68520e5832d8bb6d3d875bdaeb,pytorch_multi_full_0128_builder_2c16eb9f3db0,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
3100455b8eeebdfbc3428ff9454579ac50666faf,pytorch_multi_full_0135___init___3100455b8eee,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
316b7296771c87637231f9d90e2658aa1d629859,pytorch_multi_full_0086_converter_316b7296771c,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
31e59766e7e7b51e8dddd4a6967891ac01f4d37b,pytorch_multi_full_0158__meta_registrations_31e59766e7e7,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
3401665110dbfbfa4625646e4a18ebf8c99fa92f,pytorch_multi_full_0133_functions_3401665110db,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
3463ea1059ee7e7fa1d4d10c3eb372275bec8403,pytorch_multi_full_0087_misc_3463ea1059ee,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
37149d032cd7b61bf819198a1177b5b055d9eb23,pytorch_multi_full_0094__utils_37149d032cd7,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
381d0cb239fa35f23b34ffb51f94784a3f9798b4,pytorch_multi_full_0119__dedup_save_plans_381d0cb239fa,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
38c4d05535f4e031a2ad5f39a4a415cc3a919cfb,pytorch_multi_full_0105__compile_38c4d05535f4,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
392221b39036bb140e32f428fc6e318744005651,pytorch_multi_full_0030_distributed_392221b39036,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
394c143e4ec72312549d2e8dea1b5869927f0a33,pytorch_multi_full_0136_symbolic_convert_394c143e4ec7,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
39d1c91c33270f66cdf57bae2a19e7738cf8f77f,pytorch_multi_full_0057_symbolic_convert_39d1c91c3327,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
3a4140bf8e783db3f0094d2a2ce1d8534066432f,pytorch_multi_full_0124_common_3a4140bf8e78,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
3c46808a14713e26800aa0917c28618b1639d367,pytorch_multi_full_0041_base_3c46808a1471,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
3c6c3b94486d49614bae5e76e7bd6b9579f643d4,pytorch_multi_full_0100_symbolic_shapes_3c6c3b94486d,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
3f83e8915e86a93da2fe01fda45602dcd0e3ebfd,pytorch_multi_full_0101_select_algorithm_3f83e8915e86,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
404a8ae8f67e8db3fa28d83f8952ec8da4863c55,pytorch_multi_full_0117_replace_set_grad_with_hop_pass_404a8ae8f67e,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
41663739085c57edc4a352c55ed6b23b8e9eb91d,pytorch_multi_full_0038_fake_impls_41663739085c,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
426339e4de2efc0cbd501e2bff947ba890ec9817,pytorch_multi_full_0115__utils_426339e4de2e,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
460888f908ea4b634ecc863a6da6b2132108bc79,pytorch_multi_full_0120_output_graph_460888f908ea,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
471017cbc97a044acf30da48b37099f20564b083,pytorch_multi_full_0018_utils_471017cbc97a,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
48560eef80e97e855cbb8e2814acefe8f5cc6fbd,pytorch_multi_full_0089___init___48560eef80e9,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
49c124fe1bc0c395f92febc45b08acb3d831e006,pytorch_multi_full_0082_guards_49c124fe1bc0,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
4a63cab624a798929191779743c62ed65926de58,pytorch_multi_full_0156_aot_autograd_4a63cab624a7,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
4b8a5e03745924c8f987dc072fa4d41f4cb6f103,pytorch_multi_full_0152_effects_4b8a5e037459,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
4db368a475d87ca8eea6536015731aeb2d798869,pytorch_multi_full_0090_compile_utils_4db368a475d8,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
4f75f1e80dc81949a6ab3970dbf422ad4d8bbce7,pytorch_multi_full_0112_builder_4f75f1e80dc8,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
500b2bc78116bd24734d289fe3884d4b8e7bd380,pytorch_multi_full_0148_codegen_500b2bc78116,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
50ed6ce2777f30fcc7f3afdffa00fa6a73b84e03,pytorch_multi_full_0071_builtin_50ed6ce2777f,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
539c46b6e82e16d22b745d8b320ae0bf9b1df90b,pytorch_multi_full_0146_trace_rules_539c46b6e82e,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
55595e0c85b1f5d33a7a163afa774ab12f8d3eaf,pytorch_multi_full_0150_output_graph_55595e0c85b1,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
57b20c51b90fd38c5120631e6f3d40b3a815a86a,pytorch_multi_full_0042_cond_57b20c51b90f,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
57d4e492381f75d6f31592287b834a46c5d2bd04,pytorch_multi_full_0052_ir_57d4e492381f,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
57d969a9aa41cbb5dd6ec74fd4b7d859da570ebf,pytorch_multi_full_0070_meta_utils_57d969a9aa41,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
58083ffb106fe48384f3d4767afe8555e7bbf8da,pytorch_multi_full_0032__meta_registrations_58083ffb106f,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
583484b7263977c5a51da9eae21e55b35bbb331c,pytorch_multi_full_0143___init___583484b72639,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
5a0a964444d6be3b2762d30f5aec456060fa63c8,pytorch_multi_full_0153_utils_5a0a964444d6,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
5a90ed3523203fea91c3f2cc2cbf7e44532707cc,pytorch_multi_full_0141_reinplace_5a90ed352320,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
5afa4187dfe1e99278f8e372ec09102d5b937572,pytorch_multi_full_0123_frontend_utils_5afa4187dfe1,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
5b0b4cda4aa03bee16ee67d9d36012a539df3c50,pytorch_multi_full_0109__api_5b0b4cda4aa0,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
5bf74753f69953644c2ff7e03522274764cde45a,pytorch_multi_full_0139_guards_5bf74753f699,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
65615915ed2288b86cbc1ed2cce54b37474117fb,pytorch_multi_full_0006_output_graph_65615915ed22,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
6897631cebb637f3cb139a86abf11d0e5f7f937d,pytorch_multi_full_0066_guards_6897631cebb6,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
68fa882dad760767a462e9c1e81dc76167078529,pytorch_multi_full_0060_builder_68fa882dad76,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
698ff07323f74c8d179461574cfaaad8f2942bae,pytorch_multi_full_0048_symbolic_convert_698ff07323f7,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
6b80c94901ae6185c09469044545e4c52f331d86,pytorch_multi_full_0113_flex_attention_6b80c94901ae,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
70eb53505bf98aa32b30c8dec896a009464f6a52,pytorch_multi_full_0063_add_runtime_assertions_for_constraints_pass_70eb53505bf9,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
72a34eeb9957fa5be443c28ba0435994a0244ab0,pytorch_multi_full_0050_higher_order_ops_72a34eeb9957,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
74028cfd0c3997883b56d0bd917cde865a7f1242,pytorch_multi_full_0147_cpp_74028cfd0c39,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
759204253f3a27aef1b473975b5ef81aa03209b6,pytorch_multi_full_0044_output_graph_759204253f3a,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
77681facac264866388eb27ed413a075d6edef80,pytorch_multi_full_0127_lowering_77681facac26,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
7b7cd56f5e2a965ae8a48c69441dd4f58bf68ceb,pytorch_multi_full_0145___init___7b7cd56f5e2a,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
7bb89bcaa44fb5513c7810d039d0b4dc45346574,pytorch_multi_full_0008_non_strict_utils_7bb89bcaa44f,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
7c3c8a662efe010f3e30237a1935abc20ac8fc63,pytorch_multi_full_0019_guards_7c3c8a662efe,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
7c8f38700a865cd4903337318d44be61fbbd37a7,pytorch_multi_full_0040_misc_7c8f38700a86,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
7d205b22b55ded7664e41a009d0cb2f27a2bd319,pytorch_multi_full_0036___init___7d205b22b55d,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
7d4f50de190b89763370a8ec6ef83d2fd04e7c29,pytorch_multi_full_0157_utils_7d4f50de190b,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
7e53c58687482d58461e1dd8e09f59a9daf8f7b3,pytorch_multi_full_0151_misc_7e53c5868748,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
7e734e2d0835c42b6af786badd383f947b2456ae,pytorch_multi_full_0121_index_propagation_7e734e2d0835,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
80a8fc07b2314df18b6898238b3ba4e6be94e842,pytorch_multi_full_0013_trace_rules_80a8fc07b231,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
82248e1c2db1eba2bb6bfd6868c244de5ff08f66,pytorch_multi_full_0059_dicts_82248e1c2db1,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
8239ba4087a7ce30a2467db101e14e4cdd5b77c2,pytorch_multi_full_0149_non_strict_utils_8239ba4087a7,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
82edc8b5d5c34b42aab65662af7cbb532d29e795,pytorch_multi_full_0051_nested_tensor_82edc8b5d5c3,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
839f6facdba92f8fe90cbd50721ff9a025474969,pytorch_multi_full_0160_aot_compile_839f6facdba9,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
85ada5d6dd5e2cfc72331c8da1fc222edb20c59e,pytorch_multi_full_0118_builtin_85ada5d6dd5e,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
86d34a43f5ec89ae0a866f6b0152d9466815b4a7,pytorch_multi_full_0140_builder_86d34a43f5ec,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
88ebdbc97c103271766203df6662240e95a09b42,pytorch_multi_full_0102_debug_utils_88ebdbc97c10,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
8af58f66bb580701f34dcdd2426ccace26f40f38,pytorch_multi_full_0116_symbolic_shapes_8af58f66bb58,deepseek,agentless,True,False,False,True,False,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
8afe40bc5eef19eee09fa02fe94bce76587c0639,pytorch_multi_full_0072_autotune_process_8afe40bc5eef,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
8f31aa97a3e1e17bed29b6cedf9884f0c6b145e9,pytorch_multi_full_0131___init___8f31aa97a3e1,deepseek,agentless,True,False,False,True,True,False,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl
8f404467707ea43860af0f71d8c0867afe047732,pytorch_multi_full_0077_functions_8f404467707e,deepseek,agentless,True,True,False,False,False,False,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl
