commit_id,selected_instance_id,model,agent,strategy,run_role,selection_reason,source_record,main_source_records,retry_source_records,patch_generated,apply_status,patch_path,patch_hash,total_tokens,prompt_tokens,completion_tokens,elapsed_seconds,model_elapsed_seconds,finish_reason,response_chars,reasoning_chars,parent_sha,bug_category,source_files,modified_func_names,bug_reveal_tests
171e6a934f743dc81cf3cd42e225c89ba4f798e6,pytorch_multi_full_0010_builder_171e6a934f74,deepseek,agentless,search-replace-known-location-editregion,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0010_builder_171e6a934f74/deepseek__agentless__main__search-replace-known-location-editregion.diff,e05eaf7db7641fc633f354bd2d8b591358176f10abaacfee7139aab509848a7e,3112,1042,2070,73.603,71.601,stop,298,7962,465f282a24d21d72b050de37657eade2b7e71392,Shape,torch/_dynamo/variables/builder.py;torch/fx/experimental/symbolic_shapes.py,def:ShapeEnv._compute_symbolic_stride;def:_automatic_dynamic,test/dynamo/test_repros.py::test_unsqueeze_mul_strides
1967394690f144a7ba1717eccec977286cafe2da,pytorch_multi_full_0062_impl_1967394690f1,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0062_impl_1967394690f1/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,353042414c9845ac773140407d2c1eb35a66eaafde768e0fa4b8867ba43a9cc5,12020,2020,10000,196.936,194.467,length,2380,41834,181e6dafd04073118a7d9f25fc73bbe30c923c00,Shape,torch/_custom_op/impl.py;torch/_inductor/graph.py,def:GraphLowering.call_function;def:GraphLowering.call_function.get_custom_op_layout_constraints;def:_custom_op_with_schema,test/inductor/test_torchinductor.py::test_buffer_use_after_remove;test/inductor/test_torchinductor.py::test_custom_op_fixed_layout_channels_last;test/inductor/test_torchinductor.py::test_custom_op_fixed_layout_sequential
19db4f601441326bcc02d4d51e40a9586798f2bb,pytorch_multi_full_0093_functions_19db4f601441,deepseek,agentless,search-replace-known-location-editregion,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0093_functions_19db4f601441/deepseek__agentless__main__search-replace-known-location-editregion.diff,e4abc1aa6ff94432c580e13eea94f4d4d332d803173b2327e5a03b0b0ad668d6,3688,996,2692,96.244,94.279,stop,603,10276,1118c74b5fa702b6c7f7a1623418a3859e1575df,API,torch/_dynamo/variables/functions.py;torch/_higher_order_ops/triton_kernel_wrap.py,def:DynamoTritonHOPifier.get_value;def:TracingTritonHOPifier.get_value;def:TritonHOPifier.call_triton_kernel;def:TritonHOPifier.get_value,test/inductor/test_triton_kernels.py::test_capture_triton_special_kwargs
1a2dc89f170edbe2e10615a3aa32d1393729a6f9,pytorch_multi_full_0095_cond_1a2dc89f170e,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0095_cond_1a2dc89f170e/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,e6c005d5f990b582dac441009d1353b4a7656c4d4ee5648edb6fb094b4584b3a,5849,2034,3815,83.365,82.447,stop,167,15924,c84f9b2069edd06e09fc04b89cb1672733dc60b4,API,torch/_higher_order_ops/cond.py;torch/_higher_order_ops/while_loop.py,def:cond;def:cond._validate_input;def:while_loop._validate_input,test/dynamo/test_higher_order_ops.py::test_cond_with_empty_operands;test/dynamo/test_higher_order_ops.py::test_hints_wrapper
1c98dc3664bc187d7529316fdc141fcdbf13d024,pytorch_multi_full_0130_utils_1c98dc3664bc,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0130_utils_1c98dc3664bc/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,cce89042a3d7fce5286e076cc6b6944266941d94e215f9578822ac6ebefb3fdc,11402,1402,10000,200.246,197.689,length,785,41192,0de70fbbe73d2109497cd57ed5402e0cf9450f18,API,torch/_dynamo/utils.py;torch/_dynamo/variables/builtin.py,def:BuiltinVariable.call_setattr;def:is_tensor_getset_descriptor,test/dynamo/test_misc.py::test_closure_recompiles;test/dynamo/test_misc.py::test_tensor_setattr_getset_descriptor
1d58d5fe255f14ba0a093e9ae362d5ca06207531,pytorch_multi_full_0001_output_graph_1d58d5fe255f,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0001_output_graph_1d58d5fe255f/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,e66c717f492d3e15ac237908578796e4c04e91ccc70b0e2f4c32245431238e73,10113,1253,8860,211.498,207.78,stop,700,38170,de7fdfe41ad12aec719e3662be58ce9e9bf255a8,Logic,torch/_dynamo/output_graph.py;torch/_dynamo/variables/higher_order_ops.py,def:CondHigherOrderVariable._call_function.speculate_branch;def:OutputGraph.compile_and_call_fx_graph,test/dynamo/test_misc.py::test_cond_runtime_assert_generation;test/dynamo/test_misc.py::test_tensor_setattr_getset_descriptor
1fb498d6e34e0e9b43b2c26dc0a18a4fc3a52605,pytorch_multi_full_0064_index_propagation_1fb498d6e34e,deepseek,agentless,search-replace-known-location-editregion,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0064_index_propagation_1fb498d6e34e/deepseek__agentless__main__search-replace-known-location-editregion.diff,29b42246edb579e7cb6e8afd910f88043d32384127ddb9d63a82d3c6e5695505,3953,1280,2673,91.645,89.698,stop,539,11109,c7cfa5172139737bf75afbd4a7920b1a02b1dcb2,Logic,torch/_inductor/index_propagation.py;torch/_inductor/sizevars.py,def:IndexPropagation.statically_true;def:SizeVarAllocator.is_expr_static_and_true;def:evaluate_expr,test/inductor/test_cpu_select_algorithm.py::test_linear_with_indirect_indexing
2037ea3e157bf53e8a856c771cd044a4724675d2,pytorch_multi_full_0043___init___2037ea3e157b,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0043___init___2037ea3e157b/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,fe6c646b9ba336583925a45c122ad28fcca0f8cf4cf0e46b8127c878577e9524,9980,1531,8449,182.662,178.561,stop,1505,34301,5203138483e97141ad96a8906f1c6f8b7ff8adc6,Type,torch/__init__.py;torch/utils/_config_module.py,def:Config.__init__;def:ConfigModule.get_type;def:_ConfigEntry.__init__;def:_TorchCompileInductorWrapper.apply_options;def:install_config_module.visit,test/test_utils_config_module.py::test_overrides;test/test_utils_config_module.py::test_type_loading
2190ca7f47449c8cc3bfafd3f1e59a9f17eb47d7,pytorch_multi_full_0034__weights_only_unpickler_2190ca7f4744,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0034__weights_only_unpickler_2190ca7f4744/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,ea457b8f385f2a1f266bbf50a9a8b62e37cb0fbf5814502de55f520734cb77ee,5763,1578,4185,89.803,86.098,stop,1365,15367,f4e4cfcb91d9db966633fdb1828ada725369296b,API,torch/_weights_only_unpickler.py;torch/serialization.py,def:Unpickler.load;def:_get_user_allowed_globals;def:add_safe_globals,test/test_serialization.py::test_serialization_nested_class;test/test_serialization.py::test_weights_only_assert
21e8546b1180d16425c82dbececc87e31d544328,pytorch_multi_full_0068_sizevars_21e8546b1180,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0068_sizevars_21e8546b1180/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,8d8e57ba8da4fe81efdec73e120df9a7f8dacca9444b01a3ca54cc39c4ded885,7708,1093,6615,139.777,138.768,stop,1654,25625,41a56f782856b2717da4c45998bdd3d42c70fa1f,Shape,torch/_inductor/sizevars.py;torch/fx/experimental/recording.py,def:ShapeEnvEvent.run.maybe_convert_node;def:SizeVarAllocator.expect_true,test/inductor/test_unbacked_symints.py::test_broadcast_tensors
25d4d5107e1dbded7712a51a3454db2748ee37d5,pytorch_multi_full_0142_higher_order_ops_25d4d5107e1d,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,False,not_attempted,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,12122,2122,10000,242.296,240.392,length,0,43864,e4fe811be88318bee8a31972158e8ad1cb5e08c4,Shape,torch/_dynamo/variables/higher_order_ops.py;torch/_dynamo/variables/tensor.py,def:LocalMapWrappedHigherOrderVariable._call_function;def:TensorVariable.method___setitem__;def:TensorVariable.synchronize_attributes,test/higher_order_ops/test_local_map.py::test_local_map_with_local_shapes_dynamo_tracing;test/higher_order_ops/test_local_map.py::test_local_map_with_local_shapes_hop_tracing
25f72194e8954d2c94a9633e3b64a1923a8b671c,pytorch_multi_full_0138_ir_25f72194e895,deepseek,agentless,search-replace-known-location-editregion,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0138_ir_25f72194e895/deepseek__agentless__main__search-replace-known-location-editregion.diff,f0c302f1dbcbbb3593c2469f7efcb40b17afb2a762a0263816b549b24ce0c206,3051,748,2303,87.223,85.024,stop,499,8394,96d94f574e32c63421dc7badb0a5c42bb29324c7,Shape,torch/_inductor/ir.py;torch/_inductor/lowering.py,def:DynamicScalar.__init__;def:tensor_constructor.inner,test/inductor/test_torchinductor_dynamic_shapes.py::test_unwrap_storage_didnt_work_repro
26711fec67d0196b090b95ef9a68a03b9a6bd1a8,pytorch_multi_full_0107___init___26711fec67d0,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,False,search_replace_failed,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,9259,1245,8014,168.468,166.756,stop,364,30474,aaa0b47d8454cc186b11f2c6a5617f5cd8d7073f,Shape,torch/_refs/__init__.py;torch/_subclasses/fake_impls.py,def:_reshape_copy;def:_view_has_unbacked_input;def:_view_meta;def:_view_meta_copy;def:_view_unbacked_meta;def:view,test/test_dynamic_shapes.py::test_unbacked_exec_fft_reshape_no_dde
29317f8585ecb232412df3f39734490f0f6d8230,pytorch_multi_full_0091_standalone_compile_29317f8585ec,deepseek,agentless,search-replace-known-location-editregion,main,main_selected,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0091_standalone_compile_29317f8585ec/deepseek__agentless__main__search-replace-known-location-editregion.diff,400b172dfb7df2359e384b678595d5956f8efbfeebe73e54755057167e480845,3753,1006,2747,90.366,88.646,stop,326,10993,58310a0043b96f4d94838305c4c7cc7880a4fe82,API,torch/_inductor/standalone_compile.py;torch/_inductor/utils.py,def:shape_env_from_inputs;def:standalone_compile,test/inductor/test_codecache.py::test_call_in_backend
296c339f9810a891887b2f1f36560034d4e7575d,pytorch_multi_full_0024_convert_frame_296c339f9810,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0024_convert_frame_296c339f9810/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,e2d777c034c9179806ca15ba7cd8f8560d0e4d24c3e9d1f72c198f2f32b8863c,5819,1345,4474,93.467,87.858,stop,1359,19181,82b6480b0ab82c4626e54b9671df7b52391fae7e,API,torch/_dynamo/convert_frame.py;torch/_dynamo/output_graph.py,def:OutputGraph.compile_and_call_fx_graph;def:OutputGraph.compile_subgraph;def:OutputGraph.run_compiler_collective;def:_compile._compile_inner,test/distributed/test_dynamo_distributed.py::test_compiler_collectives_graph_break_empty_graph_still_collective
2a03bf5a14d13b1f683c18f573cd93a8b1d38212,pytorch_multi_full_0053_triton_2a03bf5a14d1,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,main_no_patch_or_missing_retry_selected,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,agentless_searchreplace_v4pro_3000_editregion_pilot_records.jsonl,agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion_records.jsonl,True,search_replace_applied,data/multi_func_160/patches/pytorch_multi_full_0053_triton_2a03bf5a14d1/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,882e8d1cbabb1e9e51337051649323c599b61c2f4741cf9d21b3f22fb5ffd660,5795,1083,4712,99.217,97.19,stop,938,16292,4935a019e48c31d85c16698455719c5188c8b880,Logic,torch/_inductor/codegen/triton.py;torch/_inductor/runtime/triton_heuristics.py,def:TritonKernel.iteration_ranges_get_pid;def:grid.grid_fn,test/inductor/test_torchinductor.py::test_large_grid
